ID;Antig;Idade;Grau_Acad;Rendimento;Filhos;NumCompras;Dias_UltCompra;Vendas;Choc_PretoSim;Choc_PretoRec;Choc_BrancoSim;Choc_BrancoRec;Choc_Ruby;Ovo_Pascoa
2040;734;64;Mestrado;81 339 €;1;18;29;710;72;1;17;2;8;0
2041;718;27;Doutoramento;44 410 €;0;1;34;19;70;2;22;2;4;0
2042;1198;77;Secundario;106 675 €;1;45;85;2409;25;12;52;2;9;1
2043;767;29;Licenciatura;48 841 €;0;2;9;27;54;3;38;2;3;1
2044;1115;61;Mestrado;100 584 €;1;34;70;1727;67;2;27;3;1;1
2045;707;26;Doutoramento;36 513 €;0;1;154;16;64;3;32;1;1;0
2046;930;26;Mestrado;38 026 €;0;2;55;27;44;3;39;3;11;0
2047;579;39;Mestrado;50 780 €;0;2;70;31;45;7;39;6;4;0
2048;1123;29;Mestrado;42 488 €;0;9;69;262;28;9;58;4;1;0
2049;639;40;Mestrado;81 251 €;0;8;2;218;67;4;25;3;1;0
2050;812;36;Licenciatura;34 573 €;0;1;187;13;51;10;22;13;3;0
2051;946;41;Licenciatura;40 011 €;0;1;151;12;45;2;51;1;1;0
2052;1117;46;Licenciatura;71 194 €;1;18;20;707;59;5;19;7;10;0
2053;885;59;Mestrado;86 822 €;1;18;46;719;58;2;33;3;4;0
2054;864;23;Mestrado;35 948 €;0;3;23;37;37;7;17;25;14;0
2055;613;77;Doutoramento;109 393 €;1;29;82;1412;66;2;29;0;2;0
2056;1000;73;Licenciatura;106 543 €;1;36;30;1857;30;7;41;12;10;1
2057;1190;73;Mestrado;118 309 €;0;31;35;1535;65;4;22;5;5;0
2058;882;39;Doutoramento;42 897 €;1;2;100;21;88;1;10;1;0;0
2059;1021;69;Mestrado;101 338 €;1;34;24;1729;32;6;49;6;6;0
2060;1224;57;Licenciatura;87 517 €;1;17;54;648;27;15;37;16;5;0
2061;577;35;Licenciatura;50 695 €;1;1;335;19;57;2;32;6;2;0
2062;1073;59;Mestrado;85 587 €;1;19;30;779;54;2;24;15;5;0
2063;692;29;Licenciatura;35 349 €;0;4;6;34;23;13;40;11;13;0
2064;655;54;Mestrado;86 624 €;0;9;7;259;87;1;10;1;1;0
2065;754;69;Secundario;106 833 €;1;24;27;1087;39;6;22;17;16;1
2066;1066;38;Mestrado;58 734 €;0;6;20;153;52;5;38;3;2;0
2067;1175;75;Secundario;107 489 €;1;36;42;1858;32;27;34;3;3;0
2068;813;49;Mestrado;66 544 €;1;5;62;118;87;1;10;2;0;0
2069;773;56;Mestrado;82 974 €;1;15;58;537;61;5;23;2;9;0
2070;1156;41;Licenciatura;48 859 €;0;3;69;53;38;14;34;6;7;0
2071;1107;37;Mestrado;55 601 €;0;14;61;497;72;1;26;1;1;0
2072;818;71;Secundario;103 752 €;1;34;62;1732;19;11;49;9;12;1
2073;919;46;Mestrado;60 041 €;1;14;16;488;97;0;3;0;0;1
2074;914;47;Mestrado;65 757 €;1;16;36;593;48;6;10;33;3;0
2075;921;36;Mestrado;58 465 €;0;3;40;47;69;3;27;1;0;0
2076;909;26;Mestrado;37 185 €;0;2;42;20;73;2;22;1;2;0
2077;696;40;Mestrado;46 751 €;1;2;32;36;81;3;13;2;1;0
2078;793;23;Mestrado;24 468 €;1;3;1;38;3;34;25;2;37;0
2079;640;72;Doutoramento;123 819 €;1;34;72;1724;47;12;34;5;2;1
2080;1116;34;Mestrado;43 323 €;0;7;24;184;63;0;33;2;2;0
2081;576;53;Mestrado;78 832 €;0;2;30;34;71;2;15;3;9;0
2082;1126;46;Licenciatura;79 899 €;1;18;83;706;67;3;25;2;3;0
2083;1218;61;Licenciatura;91 657 €;1;37;81;1920;59;7;20;7;7;0
2084;968;20;Secundario;10 000 €;0;5;7;33;8;25;34;8;26;0
2085;1241;69;Licenciatura;88 545 €;1;30;8;1470;51;5;33;5;7;1
2086;1219;48;Mestrado;61 753 €;0;21;0;894;54;6;23;7;10;0
2087;663;38;Mestrado;61 792 €;0;2;38;22;54;5;28;6;7;0
2088;801;71;Licenciatura;108 135 €;1;29;25;1412;15;19;45;1;20;0
2089;1110;26;Licenciatura;20 232 €;0;1;484;11;23;19;37;18;3;0
2090;949;68;Secundario;87 568 €;1;30;3;1470;26;6;42;0;26;0
2091;738;76;Mestrado;119 999 €;1;45;91;2411;28;6;55;3;8;1
2092;1081;61;Mestrado;86 191 €;1;22;30;957;70;1;24;2;3;0
2093;1240;34;Doutoramento;38 309 €;0;1;126;19;59;4;34;1;2;0
2094;1232;77;Licenciatura;119 259 €;1;38;72;1981;38;27;15;19;1;1
2095;814;28;Licenciatura;38 981 €;0;5;30;89;42;5;28;14;11;0
2096;631;58;Doutoramento;90 999 €;1;16;21;593;83;1;13;2;1;1
2097;1104;30;Secundario;33 837 €;0;2;23;41;23;10;34;9;24;0
2098;1022;70;Licenciatura;88 178 €;1;34;42;1729;47;9;32;7;5;1
2099;897;19;Secundario;31 703 €;0;4;99;51;11;34;26;1;28;0
2100;595;66;Licenciatura;107 863 €;1;35;3;1786;42;8;38;3;8;1
2101;891;68;Mestrado;82 344 €;1;23;57;1012;52;5;31;2;10;0
2102;846;40;Mestrado;60 468 €;0;3;90;54;86;1;11;1;0;1
2103;693;61;Mestrado;101 645 €;1;20;21;838;62;6;20;12;0;1
2104;867;48;Mestrado;63 613 €;1;7;89;180;79;1;14;2;3;0
2105;614;56;Mestrado;89 176 €;1;7;85;180;69;2;19;8;2;0
2106;1101;68;Doutoramento;97 465 €;1;30;76;1475;52;5;37;0;5;0
2107;686;76;Secundario;105 329 €;1;35;69;1790;29;3;43;3;22;1
2108;744;73;Mestrado;106 312 €;1;33;72;1665;59;2;36;2;0;1
2109;1114;43;Mestrado;68 691 €;1;23;1;1022;31;13;33;12;10;0
2110;681;20;Secundario;30 863 €;1;3;83;28;17;22;32;15;14;0
2111;1227;37;Mestrado;59 736 €;1;23;71;1028;83;1;14;1;1;0
2112;1160;21;Licenciatura;18 333 €;0;2;24;28;12;19;38;9;23;0
2113;1240;59;Mestrado;90 952 €;1;28;16;1349;54;8;20;15;3;0
2114;936;69;Licenciatura;98 843 €;1;24;42;1079;31;12;31;9;17;0
2115;635;47;Mestrado;74 083 €;1;3;22;41;72;3;22;3;0;0
2116;744;36;Secundario;66 018 €;0;9;61;260;34;15;30;17;5;0
2117;892;45;Licenciatura;65 719 €;1;8;81;220;61;6;25;1;8;0
2118;1067;30;Mestrado;39 547 €;0;4;3;63;19;8;61;10;2;0
2119;872;43;Mestrado;68 917 €;0;7;17;182;33;3;59;2;3;0
2120;967;60;Licenciatura;88 256 €;1;22;6;951;55;3;25;16;1;1
2121;1132;38;Mestrado;67 709 €;0;4;40;89;70;1;25;2;2;0
2122;946;52;Licenciatura;63 604 €;1;15;95;537;67;0;25;2;5;0
2123;691;66;Mestrado;79 122 €;1;8;96;219;29;4;26;3;37;0
2124;616;60;Mestrado;105 527 €;0;15;33;546;45;3;41;3;8;0
2125;878;46;Mestrado;60 247 €;1;1;42;19;92;0;7;0;0;0
2126;1017;63;Doutoramento;87 577 €;1;25;92;1145;56;6;30;2;6;0
2127;735;51;Mestrado;99 333 €;1;10;18;304;80;3;13;2;2;0
2128;655;71;Mestrado;91 807 €;1;26;29;1203;74;0;22;1;2;1
2129;1183;45;Mestrado;67 481 €;1;14;98;489;94;0;5;1;0;1
2130;940;22;Licenciatura;28 243 €;0;4;3;62;15;8;51;20;7;0
2131;759;48;Licenciatura;74 438 €;1;13;48;432;82;1;14;1;2;0
2132;744;35;Secundario;38 977 €;0;4;79;58;68;5;22;4;1;1
2133;884;27;Mestrado;29 157 €;0;2;9;19;48;11;35;4;1;0
2134;654;67;Mestrado;95 588 €;1;24;0;1084;31;12;38;17;3;0
2135;1057;70;Mestrado;99 643 €;1;38;69;1982;66;1;25;6;2;1
2136;941;60;Secundario;96 846 €;1;28;54;1346;29;16;24;6;26;1
2137;829;52;Mestrado;85 520 €;1;31;71;1536;95;0;4;0;1;1
2138;744;41;Mestrado;67 705 €;1;13;58;444;54;6;31;3;6;0
2139;1063;40;Doutoramento;53 572 €;0;2;34;22;74;6;12;5;3;0
2140;631;47;Mestrado;62 599 €;1;3;8;44;95;0;5;0;0;0
2141;1177;72;Secundario;104 048 €;1;27;66;1276;29;9;42;5;15;0
2142;611;47;Licenciatura;76 450 €;1;8;96;220;65;3;24;4;4;0
2143;892;41;Mestrado;66 381 €;1;8;23;219;81;1;16;1;1;0
2144;784;20;Secundario;33 753 €;0;4;46;32;6;31;25;28;10;0
2145;997;65;Licenciatura;86 917 €;1;28;89;1348;45;12;28;8;7;0
2146;1107;34;Licenciatura;40 569 €;0;5;11;90;26;8;48;8;10;0
2147;903;50;Mestrado;72 607 €;1;12;23;392;90;0;7;2;0;0
2148;873;69;Mestrado;95 314 €;1;21;93;885;26;6;48;17;3;0
2149;740;30;Secundario;30 882 €;0;3;82;40;21;8;24;35;12;0
2150;927;30;Licenciatura;38 089 €;0;3;57;41;27;9;55;4;5;0
2151;653;23;Mestrado;32 344 €;0;3;14;33;31;14;22;15;18;0
2152;733;30;Secundario;49 299 €;0;2;50;33;31;20;34;1;14;0
2153;938;48;Licenciatura;72 054 €;1;18;87;718;66;1;25;6;2;0
2154;1157;33;Mestrado;32 965 €;0;3;48;64;55;5;28;8;4;0
2155;999;62;Licenciatura;96 672 €;1;28;43;1343;45;2;35;7;12;0
2156;1053;18;Secundario;32 640 €;0;5;46;81;6;24;12;27;31;0
2157;671;42;Secundario;58 535 €;0;4;8;92;43;5;44;4;4;0
2158;560;20;Secundario;24 021 €;1;3;35;30;23;20;25;12;20;0
2159;750;24;Mestrado;53 484 €;0;2;96;32;11;33;23;24;8;0
2160;1120;46;Mestrado;70 008 €;1;17;44;660;86;0;13;0;1;0
2161;672;61;Doutoramento;97 960 €;1;13;16;443;66;1;25;2;7;0
2162;661;40;Mestrado;61 228 €;1;7;23;183;56;5;27;10;2;0
2163;700;34;Licenciatura;44 237 €;0;2;9;32;38;20;9;25;8;0
2164;963;50;Licenciatura;74 681 €;1;16;91;603;86;1;11;1;1;1
2165;1199;62;Secundario;111 009 €;1;35;56;1789;30;15;33;16;6;1
2166;872;29;Mestrado;39 253 €;0;3;95;52;33;16;28;15;8;0
2167;634;31;Licenciatura;39 086 €;0;4;55;44;31;6;32;14;17;0
2168;1082;61;Licenciatura;93 234 €;1;23;4;1018;58;10;23;0;9;0
2169;1139;52;Licenciatura;86 610 €;1;30;39;1464;84;1;13;1;1;0
2170;1203;43;Licenciatura;72 599 €;0;17;100;659;69;0;26;1;3;0
2171;706;19;Secundario;22 255 €;0;4;63;31;7;7;36;10;40;0
2172;1144;72;Mestrado;117 713 €;1;46;33;2471;71;1;21;4;3;1
2173;973;34;Licenciatura;45 839 €;0;6;68;151;48;5;39;7;1;0
2174;560;54;Mestrado;68 568 €;1;10;65;306;44;5;18;18;15;0
2175;633;77;Mestrado;107 816 €;1;33;92;1659;37;8;44;5;6;0
2176;844;60;Doutoramento;81 974 €;1;15;44;545;85;2;11;2;1;0
2177;818;29;Mestrado;34 675 €;0;2;66;30;30;8;50;10;3;0
2178;871;21;Licenciatura;12 226 €;0;4;62;30;19;5;8;24;44;0
2179;725;57;Licenciatura;72 954 €;1;12;67;386;74;5;14;0;7;0
2180;907;28;Mestrado;37 920 €;0;3;87;66;58;3;37;1;1;0
2181;1021;40;Secundario;74 963 €;0;16;81;603;65;2;28;3;2;1
2182;912;38;Licenciatura;53 155 €;0;4;49;91;67;1;22;3;7;0
2183;667;74;Mestrado;107 660 €;1;35;99;1787;59;1;34;3;3;1
2184;597;20;Secundario;21 088 €;0;3;61;24;9;15;25;26;25;0
2185;987;29;Doutoramento;57 533 €;1;2;65;41;36;6;38;13;7;0
2186;683;71;Mestrado;103 740 €;0;21;40;894;77;2;13;4;4;1
2187;771;67;Mestrado;98 208 €;0;18;93;706;71;3;17;4;5;1
2188;966;74;Mestrado;97 040 €;1;33;14;1666;47;2;48;2;1;1
2189;1190;44;Licenciatura;55 873 €;0;2;23;36;57;5;35;2;1;0
2190;853;37;Secundario;43 677 €;0;3;43;43;27;6;50;11;7;0
2191;646;37;Doutoramento;54 251 €;1;1;479;14;74;2;23;1;0;0
2192;1199;45;Licenciatura;65 916 €;1;13;40;436;63;6;19;12;1;0
2193;721;32;Licenciatura;47 003 €;0;1;429;20;66;3;28;2;1;0
2194;864;75;Licenciatura;106 742 €;1;35;87;1791;47;13;31;5;4;1
2195;863;50;Mestrado;60 771 €;1;7;10;184;79;1;18;1;1;0
2196;1027;77;Secundario;119 820 €;1;47;6;2530;42;6;26;17;9;1
2197;1215;59;Licenciatura;77 870 €;1;24;38;1086;48;11;33;7;1;0
2198;750;33;Licenciatura;54 959 €;0;2;9;40;37;8;48;2;5;0
2199;607;40;Licenciatura;51 404 €;0;6;45;150;77;2;18;2;1;0
2200;774;27;Mestrado;57 940 €;1;6;47;149;16;21;39;8;16;0
2201;1192;75;Licenciatura;96 762 €;1;38;74;1985;27;18;51;1;3;1
2202;803;77;Mestrado;130 869 €;1;35;22;1798;19;11;57;11;1;1
2203;777;43;Doutoramento;71 878 €;1;10;28;305;79;5;14;2;1;0
2204;1212;27;Mestrado;38 290 €;0;2;37;41;33;5;45;6;12;0
2205;568;68;Mestrado;92 414 €;1;14;38;496;49;6;32;3;10;0
2206;741;20;Secundario;10 000 €;1;2;94;24;14;8;34;13;30;0
2207;1238;35;Mestrado;49 839 €;1;15;34;538;39;9;49;0;3;0
2208;993;64;Licenciatura;95 786 €;1;22;54;948;35;6;27;23;10;0
2209;623;48;Mestrado;82 483 €;1;17;9;659;91;0;8;0;1;1
2210;783;59;Mestrado;78 995 €;1;14;87;489;67;2;25;3;3;0
2211;750;30;Doutoramento;56 537 €;0;2;18;40;55;3;28;1;13;0
2212;992;72;Licenciatura;109 642 €;1;32;93;1594;11;30;38;6;14;0
2213;1139;31;Doutoramento;54 784 €;0;8;62;216;86;0;13;0;0;0
2214;1114;77;Mestrado;122 884 €;1;39;25;2044;40;9;39;4;8;1
2215;653;39;Mestrado;49 302 €;1;17;57;648;68;2;22;3;5;0
2216;1164;43;Licenciatura;45 054 €;0;9;47;254;61;1;25;8;5;0
2217;642;65;Licenciatura;84 818 €;1;16;28;602;37;14;39;6;4;0
2218;743;47;Doutoramento;75 183 €;1;20;27;828;99;0;1;0;0;1
2219;1238;75;Secundario;113 779 €;1;38;48;1985;14;6;57;21;2;0
2220;954;37;Mestrado;64 931 €;0;2;90;40;65;3;27;3;2;0
2221;916;38;Licenciatura;56 213 €;0;5;26;122;40;8;37;2;13;0
2222;1216;72;Mestrado;102 694 €;1;34;73;1729;53;3;37;5;2;0
2223;993;41;Mestrado;58 030 €;0;6;32;150;90;1;9;0;0;0
2224;788;53;Mestrado;81 563 €;1;23;60;1027;85;1;13;0;1;1
2225;1045;43;Mestrado;46 009 €;0;1;340;20;87;0;12;0;1;0
2226;851;40;Licenciatura;59 652 €;0;5;33;87;74;3;16;4;3;1
2227;1045;43;Mestrado;54 992 €;1;4;70;60;55;3;38;3;1;0
2228;1176;63;Mestrado;95 857 €;1;32;35;1602;57;3;36;4;0;0
2229;607;30;Mestrado;58 368 €;0;1;477;20;40;1;46;7;6;0
2230;989;57;Mestrado;88 234 €;1;28;41;1343;69;5;20;5;1;0
2231;988;57;Mestrado;56 423 €;1;4;64;89;42;2;23;10;23;0
2232;858;56;Secundario;73 113 €;1;17;70;651;39;10;23;7;21;0
2233;551;40;Licenciatura;61 630 €;0;2;82;34;60;10;29;0;1;0
2234;613;70;Mestrado;115 621 €;1;34;37;1730;43;2;46;6;4;1
2235;1245;20;Secundario;20 462 €;1;4;35;89;7;9;34;30;20;0
2236;973;72;Mestrado;103 763 €;1;27;13;1281;36;1;51;9;3;0
2237;969;20;Secundario;20 097 €;0;3;15;41;5;19;19;22;35;0
2238;775;75;Licenciatura;116 432 €;1;37;81;1914;45;7;31;8;9;1
2239;925;30;Licenciatura;30 366 €;0;1;440;16;37;7;50;1;4;0
2240;1231;27;Mestrado;28 366 €;0;1;477;20;55;7;34;2;2;0
2241;758;67;Mestrado;89 411 €;1;22;99;960;49;1;42;2;6;0
2242;971;73;Licenciatura;94 601 €;1;24;66;1088;22;1;51;18;8;0
2243;737;19;Secundario;35 376 €;0;1;352;13;2;35;9;38;16;0
2244;780;56;Licenciatura;98 333 €;1;14;51;481;51;6;23;2;18;0
2245;998;76;Licenciatura;107 862 €;1;39;21;2041;16;11;49;10;13;0
2246;1164;49;Mestrado;63 441 €;1;13;99;430;83;1;11;1;3;0
2247;1052;49;Mestrado;75 623 €;1;23;92;1020;90;1;9;0;0;1
2248;662;71;Licenciatura;107 518 €;1;34;83;1725;15;5;44;14;22;0
2249;758;77;Licenciatura;113 367 €;1;30;34;1465;25;10;55;7;2;0
2250;849;39;Mestrado;58 740 €;0;6;5;150;83;0;16;0;1;0
2251;774;57;Licenciatura;79 095 €;1;19;74;772;63;6;25;3;2;0
2252;1081;30;Mestrado;37 760 €;1;2;68;42;47;4;35;7;7;0
2253;893;56;Mestrado;81 113 €;1;22;13;954;50;13;24;3;10;0
2254;1210;34;Licenciatura;30 589 €;0;1;521;19;58;2;33;3;4;0
2255;986;24;Mestrado;24 187 €;1;3;5;64;20;20;37;10;14;0
2256;638;51;Licenciatura;79 377 €;1;10;28;303;90;0;9;0;0;1
2257;1163;26;Mestrado;43 287 €;0;8;11;224;61;4;30;2;3;0
2258;1097;29;Mestrado;21 207 €;1;1;212;20;32;2;40;8;19;0
2259;1219;71;Mestrado;94 135 €;1;36;51;1852;55;3;37;0;4;0
2260;949;71;Licenciatura;93 240 €;1;29;21;1403;18;7;59;12;5;0
2261;1213;34;Licenciatura;46 380 €;0;2;48;36;19;6;23;21;31;0
2262;674;74;Mestrado;91 800 €;1;16;96;591;53;8;32;4;3;0
2263;1135;45;Secundario;68 156 €;1;11;37;348;47;0;35;3;15;0
2264;1246;72;Licenciatura;113 248 €;1;43;3;2285;62;0;32;3;3;0
2265;1189;36;Mestrado;44 754 €;0;5;46;60;45;3;44;5;3;0
2266;1140;21;Licenciatura;20 033 €;0;5;55;44;18;41;24;1;16;0
2267;671;47;Mestrado;81 286 €;1;21;20;895;96;0;4;0;0;0
2268;1213;22;Secundario;31 107 €;0;4;92;60;9;61;12;1;17;0
2269;1202;36;Mestrado;43 704 €;0;1;196;20;48;6;36;6;4;0
2270;557;29;Doutoramento;30 332 €;1;2;43;25;46;6;37;6;6;0
2271;1249;50;Mestrado;85 627 €;0;23;4;1017;84;1;13;1;1;1
2272;1207;53;Mestrado;43 260 €;1;10;6;300;77;2;19;0;2;0
2273;701;72;Mestrado;99 145 €;1;24;21;1073;49;1;43;5;2;0
2274;574;47;Licenciatura;56 556 €;1;3;51;54;70;6;13;6;5;0
2275;593;56;Licenciatura;84 590 €;1;13;30;441;69;5;24;1;1;1
2276;1207;63;Doutoramento;104 037 €;1;37;38;1920;82;1;15;1;0;1
2277;562;41;Mestrado;81 065 €;0;9;41;259;68;1;26;3;2;0
2278;838;19;Secundario;20 144 €;0;1;483;19;23;11;43;6;17;0
2279;788;77;Licenciatura;124 412 €;1;36;74;1859;32;4;51;6;8;1
2280;1196;57;Secundario;95 149 €;1;30;67;1469;59;5;22;4;10;0
2281;984;58;Mestrado;96 397 €;1;33;43;1669;81;0;14;3;2;1
2282;848;70;Licenciatura;110 616 €;1;24;17;1076;34;14;26;13;13;0
2283;1019;71;Licenciatura;105 919 €;1;35;86;1792;20;9;42;4;25;0
2284;891;51;Secundario;63 764 €;1;3;0;64;84;3;8;3;2;0
2285;826;52;Licenciatura;75 624 €;1;23;67;1014;78;2;12;5;2;1
2286;834;60;Licenciatura;75 918 €;1;14;19;493;52;7;21;14;6;0
2287;1229;26;Licenciatura;30 617 €;0;1;55;19;52;9;35;0;4;0
2288;1121;53;Mestrado;88 753 €;1;23;80;1010;74;1;16;5;4;0
2289;1196;24;Secundario;47 175 €;0;4;7;91;6;2;31;21;40;0
2290;1168;76;Secundario;108 954 €;1;40;49;2103;57;10;17;11;5;1
2291;968;76;Mestrado;110 720 €;1;30;61;1472;52;7;34;7;1;0
2292;860;71;Licenciatura;95 155 €;1;24;24;1082;21;21;36;3;19;0
2293;687;69;Licenciatura;99 691 €;1;12;6;397;13;19;30;32;6;0
2294;992;25;Mestrado;34 382 €;0;2;8;29;39;13;43;2;3;0
2295;1192;41;Mestrado;48 573 €;0;9;70;256;78;2;17;2;1;0
2296;1184;50;Licenciatura;67 871 €;0;17;28;647;80;2;15;1;2;1
2297;1051;67;Licenciatura;100 518 €;1;33;35;1667;22;8;57;11;1;0
2298;1159;37;Mestrado;63 739 €;0;5;100;120;56;1;39;2;2;0
2299;1016;19;Secundario;32 489 €;0;1;158;20;10;21;12;1;56;0
2300;1064;32;Licenciatura;49 539 €;0;4;51;71;33;0;37;8;22;0
2301;725;69;Licenciatura;115 611 €;1;33;26;1671;38;3;43;11;5;1
2302;609;71;Licenciatura;111 952 €;1;29;84;1401;19;11;39;16;15;0
2303;557;68;Mestrado;106 071 €;1;29;64;1403;22;17;30;25;6;0
2304;1230;45;Secundario;65 490 €;1;24;90;1089;57;5;22;7;9;1
2305;708;66;Mestrado;107 451 €;1;28;25;1335;38;7;39;14;3;1
2306;1010;41;Licenciatura;56 014 €;0;6;46;151;87;0;11;1;1;0
2307;553;22;Licenciatura;40 107 €;1;3;61;64;7;21;32;15;26;0
2308;835;55;Mestrado;91 740 €;1;9;73;261;70;1;19;5;5;0
2309;691;29;Licenciatura;36 294 €;0;3;40;28;28;19;39;8;6;0
2310;891;35;Licenciatura;48 835 €;0;1;178;17;58;6;32;3;1;0
2311;693;47;Mestrado;56 307 €;1;2;54;41;88;1;10;1;0;0
2312;1174;39;Mestrado;38 630 €;1;9;59;258;80;0;18;1;1;0
2313;892;54;Licenciatura;79 823 €;1;23;37;1028;75;5;15;4;1;0
2314;1172;65;Mestrado;99 877 €;1;42;66;2230;22;4;36;15;23;1
2315;1044;24;Licenciatura;44 332 €;0;4;11;68;9;15;31;22;22;0
2316;908;59;Mestrado;87 548 €;0;15;92;535;56;10;19;5;10;0
2317;583;53;Secundario;78 857 €;1;13;67;446;82;1;14;2;2;1
2318;797;36;Licenciatura;47 204 €;0;3;43;48;28;24;31;3;14;0
2319;738;65;Mestrado;92 112 €;0;15;72;540;76;3;17;2;2;0
2320;1006;20;Secundario;25 257 €;1;4;2;59;26;29;21;17;8;0
2321;552;78;Mestrado;111 242 €;1;26;21;1212;73;4;18;4;2;1
2322;818;60;Mestrado;106 347 €;1;16;32;593;70;1;21;2;6;0
2323;956;67;Licenciatura;103 322 €;1;30;66;1466;22;12;51;12;4;0
2324;923;56;Mestrado;72 429 €;1;10;27;295;39;8;45;0;8;0
2325;845;40;Mestrado;53 861 €;0;12;10;395;67;1;28;2;2;0
2326;551;63;Doutoramento;93 894 €;1;18;98;716;67;4;19;8;2;0
2327;1143;19;Secundario;10 000 €;1;3;59;43;14;38;26;19;3;0
2328;660;60;Mestrado;84 686 €;1;16;64;589;70;0;22;5;3;0
2329;635;25;Licenciatura;49 275 €;0;2;24;29;14;9;32;31;14;0
2330;949;62;Mestrado;94 467 €;1;24;44;1088;54;5;35;5;1;0
2331;1192;58;Mestrado;89 635 €;1;23;77;1014;39;9;36;5;11;0
2332;863;28;Licenciatura;32 294 €;1;3;94;34;24;27;29;4;17;0
2333;952;49;Mestrado;65 043 €;1;13;60;444;67;8;12;3;10;0
2334;908;33;Licenciatura;49 296 €;0;4;41;71;11;12;41;17;19;0
2335;722;27;Mestrado;52 713 €;0;3;51;64;27;10;31;22;11;0
2336;673;68;Mestrado;96 035 €;1;25;49;1147;60;13;24;0;3;0
2337;1130;78;Mestrado;101 043 €;1;34;53;1733;39;4;54;2;1;0
2338;1184;37;Licenciatura;56 716 €;0;4;69;92;39;13;41;4;3;1
2339;1040;71;Licenciatura;106 963 €;1;31;8;1530;40;9;39;1;11;1
2340;751;30;Mestrado;54 457 €;0;5;53;120;37;5;48;4;6;0
2341;1089;68;Mestrado;107 949 €;1;44;62;2346;28;3;55;8;7;1
2342;1175;29;Secundario;47 077 €;0;13;59;431;12;1;40;14;34;0
2343;878;55;Licenciatura;80 000 €;1;10;70;298;70;11;17;1;0;0
2344;866;65;Licenciatura;86 012 €;1;36;19;1858;45;10;31;1;13;1
2345;1062;23;Mestrado;48 173 €;1;13;46;438;36;10;29;12;13;1
2346;1138;43;Secundario;74 496 €;0;9;75;259;67;0;21;8;4;0
2347;1000;72;Licenciatura;96 396 €;1;27;17;1285;44;7;34;9;6;0
2348;643;26;Mestrado;23 906 €;0;4;51;41;60;5;30;2;3;0
2349;872;53;Mestrado;72 247 €;1;14;91;496;85;0;13;1;1;1
2350;1186;42;Licenciatura;52 116 €;0;4;9;89;72;0;19;5;4;0
2351;1174;69;Mestrado;93 512 €;1;31;34;1536;56;8;28;7;2;0
2352;864;21;Licenciatura;22 063 €;1;5;6;58;22;1;30;46;1;0
2353;629;48;Secundario;60 271 €;0;4;93;92;33;13;28;24;2;0
2354;940;26;Secundario;34 965 €;0;4;39;48;9;16;33;22;20;0
2355;1137;36;Mestrado;48 085 €;0;9;97;254;52;6;29;6;6;0
2356;997;38;Mestrado;52 506 €;0;1;243;19;42;1;50;4;4;0
2357;1180;59;Doutoramento;75 401 €;1;22;42;952;60;5;28;1;6;0
2358;808;47;Doutoramento;67 095 €;1;14;38;493;91;1;7;1;0;0
2359;955;51;Licenciatura;77 053 €;1;10;47;303;58;7;22;6;7;0
2360;921;48;Mestrado;60 351 €;1;7;83;186;87;0;12;0;0;0
2361;1063;26;Licenciatura;29 678 €;0;4;56;61;42;13;28;3;15;0
2362;742;25;Licenciatura;35 148 €;0;2;33;30;33;4;57;4;2;0
2363;1104;74;Licenciatura;110 337 €;1;37;9;1914;24;20;21;20;16;1
2364;1229;24;Mestrado;53 922 €;0;6;52;153;30;8;34;13;15;0
2365;1195;71;Mestrado;94 274 €;0;31;47;1528;46;2;36;5;11;0
2366;789;26;Mestrado;25 849 €;0;4;68;37;32;7;53;6;2;0
2367;1130;22;Licenciatura;37 856 €;0;8;86;217;15;13;52;14;6;0
2368;943;65;Mestrado;101 803 €;1;34;8;1729;55;9;26;6;4;0
2369;597;59;Mestrado;89 689 €;1;8;0;221;61;5;27;5;1;0
2370;873;40;Mestrado;64 971 €;0;1;366;19;60;3;32;1;4;0
2371;624;39;Licenciatura;59 337 €;0;3;83;43;74;3;20;1;2;0
2372;629;39;Licenciatura;60 037 €;1;7;40;184;39;17;27;8;9;0
2373;1198;39;Licenciatura;56 467 €;0;7;64;184;32;6;52;4;6;0
2374;1223;40;Doutoramento;58 167 €;0;12;90;395;66;0;16;6;12;0
2375;672;48;Mestrado;80 658 €;1;17;59;650;77;1;20;2;1;0
2376;792;37;Mestrado;45 548 €;0;4;64;49;60;2;35;1;2;0
2377;695;54;Mestrado;90 253 €;1;17;28;650;83;1;13;1;2;1
2378;1215;78;Mestrado;109 400 €;1;36;5;1859;78;1;19;1;1;1
2379;1104;69;Mestrado;104 772 €;1;33;35;1666;49;4;33;10;4;0
2380;579;63;Secundario;90 031 €;1;10;6;301;45;2;23;13;17;0
2381;610;72;Mestrado;103 842 €;1;19;29;763;9;17;52;19;3;0
2382;1114;49;Licenciatura;65 002 €;0;10;8;305;24;19;33;18;5;0
2383;1213;34;Doutoramento;50 495 €;0;4;68;93;37;7;35;9;12;1
2384;1007;60;Mestrado;73 461 €;1;31;12;1531;61;2;30;5;1;1
2385;1037;36;Licenciatura;45 044 €;1;4;24;57;55;12;15;8;10;0
2386;1102;39;Secundario;46 810 €;0;4;4;91;77;4;15;3;1;0
